ID ra dec pmRA pmDEC Tmag objType typeSrc version HIP TYC UCAC TWOMASS SDSS ALLWISE GAIA APASS KIC POSflag e_pmRA e_pmDEC PMflag plx e_plx PARflag gallong gallat eclong eclat Bmag e_Bmag Vmag e_Vmag umag e_umag gmag e_gmag rmag e_rmag imag e_imag zmag e_zmag Jmag e_Jmag Hmag e_Hmag Kmag e_Kmag TWOMflag prox w1mag e_w1mag w2mag e_w2mag w3mag e_w3mag w4mag e_w4mag GAIAmag e_GAIAmag e_Tmag TESSflag SPFlag Teff e_Teff logg e_logg MH e_MH rad e_rad mass e_mass rho e_rho lumclass lum e_lum d e_d ebv e_ebv numcont contratio disposition duplicate_id priority eneg_EBV epos_EBV EBVflag eneg_Mass epos_Mass eneg_Rad epos_Rad eneg_rho epos_rho eneg_logg epos_logg eneg_lum epos_lum eneg_dist epos_dist distflag eneg_Teff epos_Teff TeffFlag gaiabp e_gaiabp gaiarp e_gaiarp gaiaqflag starchareFlag VmagFlag BmagFlag splists e_RA e_Dec RA_orig Dec_orig e_RA_orig e_Dec_orig raddflag wdflag dstArcSec
15758186 61.4704495307855 20.2313071380123 -0.253551 -5.72611 13.8678 STAR tmgaia2 20190415 "" "" 552-008632 04055290+2013527 1237664090214891566 J040552.90+201352.6 51892726880022528 45841514 "" tmgaia2 0.0999183 0.0380988 gaia2 2.43556 0.0392601 gaia2 172.933631569653 -23.2312933576063 63.3736258098414 -0.609570866923849 16.017 0.068 15.154 1.133 17.675 0.0102802 15.4951 0.00351362 14.5311 0.0042611 14.1643 0.00348813 13.9403 0.0037141 12.853 0.02 12.302 0.023 12.182 0.02 AAA-222-111-000-0-0 nan 12.14 0.023 12.181 0.024 11.87 0.325 8.65 nan 14.5738 0.000268 0.0076 rered gaia2 4889.0 122.0 4.54888 nan nan nan 0.7873 nan 0.8 nan 1.63934 nan DWARF 0.319047421 nan 405.868 6.5175 0.175189 0.007816415 "" nan "" "" nan 0.00505173 0.0105811 panstarrs nan nan nan nan nan nan nan nan nan nan 6.415 6.62 bj2018 nan nan dered 15.2084 0.002002 13.8206 0.000927 1 "" ucac4 apassdr9 "" 1.57369101663523 0.590723868018493 61.4704483673271 20.2312824839274 0.0397685737591199 0.0150782578824762 1 0 539.8239330911271
15756293 61.3635586350258 20.0081178687484 -90.8805 -76.6647 9.9031 STAR tmgaia2 20190415 "" 1258-00008-1 551-008575 04052726+2000295 "" J040527.18+200028.4 51879807618544768 45841347 "" tmgaia2 0.0829724 0.0405322 gaia2 12.3204 0.0406311 gaia2 173.035165820401 -23.4575602993924 63.2326034202953 -0.809578165067374 11.442 0.143 10.551 0.011 nan nan nan nan nan nan nan nan nan nan 9.135 0.024 8.761 0.046 8.621 0.018 AAA-112-111-000-0-0 nan 8.577 0.023 8.625 0.02 8.583 0.028 8.026 0.242 10.4418 0.000215 0.006 gbprp spect 5142.36 101.411 4.63413 0.0789454 -0.124 0.022 0.744267 0.0369196 0.87 0.105616 2.11024 0.458221 DWARF 0.3489814 0.00791363 80.9769 0.26845 0.0 0.0 79 0.0228157919 "" "" 0.0 0.0 0.0 "" 0.127598 0.0836341 0.039297 0.0345422 0.458256 0.458187 0.0658156 0.0920752 0.00663438 0.00919288 0.2676 0.2693 bj2018 101.252 101.57 spect 10.8977 0.000578 9.85265 0.000653 1 "" tycho2v3 tycho2b3 "" 1.30658566722501 0.628478150754919 61.3631422103147 20.0077877851072 0.0414636110122753 0.0169662702298723 1 0 546.8374630784347
15756303 61.3277906524236 19.9965930378838 5.48597 -6.42703 13.6285 STAR tmgaia2 20190415 "" "" 550-008729 04051866+1959477 "" J040518.67+195947.6 51879738898934784 42922159 "" tmgaia2 0.0651695 0.0302702 gaia2 0.770935 0.0300119 gaia2 173.019116671867 -23.4898987331914 63.1974081868425 -0.814479743157247 15.233 -0.02 14.683 0.286 nan nan nan nan nan nan nan nan nan nan 12.816 0.022 12.46 0.023 12.405 0.023 AAA-222-111-000-0-0 nan 12.331 0.024 12.352 0.024 11.875 nan 8.512 nan 14.1829 0.000238 0.0078 rered gaia2 5770.0 122.0 3.85584 nan nan nan 1.98396 nan 1.03 nan 0.131899 nan DWARF 3.930629 nan 1248.84 47.105 0.186221 0.00765434 "" nan "" "" nan 0.00470398 0.0106047 panstarrs nan nan nan nan nan nan nan nan nan nan 45.37 48.84 bj2018 nan nan dered 14.635 0.001691 13.5688 0.000966 1 "" ucac4 apassdr9 "" 1.02613388451346 0.469354016808825 61.327815787917 19.9965653659506 0.0296761740822187 0.0124787785046597 1 0 577.7290435895123
15733577 61.1740673232159 20.222321533972 1.73235 0.206699 12.6987 STAR tmgaia2 20190415 "" "" 552-008570 04044177+2013203 1237664090214760510 J040441.77+201320.3 52074627336633088 45841062 "" tmgaia2 0.0655492 0.0268818 gaia2 0.228922 0.0331107 gaia2 172.732290770366 -23.4392488324294 63.0989056513441 -0.565302137336679 14.837 0.0 13.917 0.08 16.4988 0.00742879 15.2235 0.00514912 13.4806 0.00216204 13.1168 0.00127645 13.4184 0.00479651 11.637 0.02 11.089 0.024 10.954 0.018 AAA-222-111-000-0-0 nan 10.853 0.022 10.933 0.022 11.073 0.158 8.994 nan 13.4075 0.00019 0.008 rered spect 4981.4 22.7191 nan nan -0.582176 0.0216052 11.8534 nan nan nan nan nan GIANT nan nan 3566.44 404.745 0.214631 nan "" nan "" "" nan nan nan panstarrs nan nan nan nan nan nan nan nan nan nan nan nan bj2018 nan nan spect 14.0403 0.001338 12.6522 0.001075 1 "" ucac4 apassdr9 "" 1.03254543435164 0.416833055989784 61.1740752719155 20.2223224239262 0.0322640129744758 0.0117327607736856 0 0 582.0233977599027
15756306 61.3501252156081 19.9931050661142 3.01527 -7.91538 13.4332 STAR tmgaia2 20190415 "" "" 550-008737 04052403+1959352 "" J040524.03+195934.8 51879768961888768 42922234 "" tmgaia2 0.0662312 0.0295189 gaia2 1.28364 0.0295883 gaia2 173.037603885763 -23.4770469310905 63.2173474181727 -0.82190828695104 12.809 0.043 14.372 0.08 nan nan nan nan nan nan nan nan nan nan 12.635 0.024 12.288 0.026 12.191 0.028 AAA-222-111-000-0-0 nan 12.098 0.039 12.12 0.036 12.084 nan 8.559 nan 13.964 0.000257 0.0072 rered gaia2 5911.0 122.0 4.26578 nan nan nan 1.26724 nan 1.08 nan 0.530703 nan DWARF 1.76625586 nan 761.953 17.31 0.183821 0.006033915 "" nan "" "" nan 0.00505415 0.00701368 panstarrs nan nan nan nan nan nan nan nan nan nan 16.924 17.696 bj2018 nan nan dered 14.3887 0.001331 13.3693 0.001216 1 "" ucac4 bpbj "" 1.0428402733611 0.457708395091886 61.350139030598 19.9930709860063 0.0299817387412214 0.0123054395649871 1 0 593.4338165210613
15758227 61.3942242618499 20.3115271358459 13.7891 -13.4918 13.9772 STAR tmgaia2 20190415 "" "" 552-008616 04053461+2018415 1237664090214891539 J040534.62+201841.3 52082220838788224 45841399 "" tmgaia2 0.170816 0.0568426 gaia2 0.901129 0.0675173 gaia2 172.816741954884 -23.2280668100305 63.3186845702032 -0.517213818731149 15.435 0.08 14.865 1.133 16.4264 0.00625833 15.0908 0.00333999 14.4935 0.00404935 14.2449 0.0033255 14.1007 0.00365519 13.153 0.027 12.767 0.026 12.614 0.023 AAA-222-111-000-0-0 nan 12.584 0.024 12.576 0.026 12.242 nan 8.974 nan 14.5237 0.000281 0.0103 rered spect 5977.56 30.18 4.20886 nan -0.527 0.028 1.36553 nan 1.1 nan 0.432006 nan DWARF 2.14482856 nan 1073.3 79.501 0.194697 nan "" nan "" "" nan nan nan panstarrs nan nan nan nan nan nan nan nan nan nan nan nan bj2018 nan nan spect 14.9632 0.00144 13.9127 0.000856 1 "" ucac4 apassdr9 "" 2.69048475463796 0.881399588277535 61.3942875680201 20.3114690461624 0.061080767292005 0.0244536700664245 1 0 594.985109131779
15815566 61.5091016663792 20.1615090953471 1.38441 -12.0928 12.7267 STAR tmgaia2 20190415 "" "" 551-008605 04060218+2009415 "" J040602.18+200941.2 51888638071273600 45841575 "" tmgaia2 0.140662 0.0557848 gaia2 1.29053 0.0546285 gaia2 173.015960890192 -23.2528589168485 63.3959898448784 -0.684987040538392 14.123 0.038 13.656 0.103 nan nan nan nan nan nan nan nan nan nan 11.945 0.02 11.644 0.022 11.542 0.018 AAA-222-111-000-0-0 nan 11.464 0.024 11.479 0.022 11.485 0.201 8.737 nan 13.2396 0.000261 0.0082 rered spect 6421.39 103.106 4.20409 0.0903345 -0.236 0.029 1.4869 0.0833518 1.29 0.208626 0.39241 0.0997187 DWARF 3.38670444 0.3135985 758.309 31.666 0.186328 0.008292535 75 0.042938374 "" "" 0.0 0.010341 0.00624407 panstarrs 0.14145 0.275802 0.0789241 0.0877794 0.0890144 0.110423 0.071116 0.109553 0.286991 0.340206 30.371 32.961 bj2018 101.694 104.518 spect 13.6446 0.001168 12.6606 0.000997 1 "" ucac4 apassdr9 "" 2.21515768813762 0.864920225715569 61.5091080161149 20.1614570291246 0.0560916252844523 0.0210350237582814 1 0 599.8933781344925
15756308 61.3501044921656 19.9906637647379 7.98627 -24.1534 12.064 STAR tmgaia2 20190415 "" "" 550-008736 04052402+1959264 "" J040524.03+195926.0 51879773258811904 42922235 "" tmgaia2 0.113375 0.0440453 gaia2 0.374486 0.0426604 gaia2 173.039523303729 -23.4787383542762 63.2168626064546 -0.824301054757341 13.999 -0.009 13.258 0.08 nan nan nan nan nan nan nan nan nan nan 10.997 0.022 10.473 0.022 10.347 0.018 AAA-222-111-000-0-0 nan 10.291 0.023 10.349 0.02 10.323 0.094 8.341 nan 12.7484 0.000177 0.0074 rered spect 5031.77 18.1 nan nan -0.878 0.016 10.1641 nan nan nan nan nan GIANT nan nan 2395.24 246.055 0.187847 nan "" nan "" "" nan nan nan panstarrs nan nan nan nan nan nan nan nan nan nan nan nan bj2018 nan nan spect 13.3515 0.00104 12.0132 0.000779 1 "" ucac4 apassdr9 "" 1.78490240933888 0.682946990088039 61.3501410820993 19.9905597709353 0.0425163629757098 0.0182856680405585 0 0 602.1671884176503
15815561 61.5075641309842 20.1846503331813 -0.128912 3.33744 13.7273 STAR tmgaia2 20190415 "" "" 551-008603 04060181+2011047 "" J040601.81+201104.7 51889428345253120 45841569 "" tmgaia2 0.11391 0.0401166 gaia2 0.85977 0.0491202 gaia2 172.996569580726 -23.2380215289336 63.3989644547992 -0.661992417732655 15.152 0.024 14.616 0.126 nan nan nan nan nan nan nan nan nan nan 12.907 0.023 12.609 0.025 12.521 0.023 AAA-222-111-000-0-0 nan 12.479 0.025 12.484 0.026 12.392 0.487 9.021 nan 14.2519 0.000309 0.008 rered gaia2 5970.0 122.0 4.06554 nan nan nan 1.6105 nan 1.1 nan 0.263337 nan DWARF 2.96833158 nan 1123.66 63.42 0.18787 0.00791354 "" nan "" "" nan 0.00887586 0.00695122 panstarrs nan nan nan nan nan nan nan nan nan nan 59.93 66.91 bj2018 nan nan dered 14.6692 0.001937 13.6623 0.000928 1 "" ucac4 apassdr9 "" 1.79400706206762 0.622028785031687 61.5075635396286 20.1846647027148 0.0483940358647654 0.0165979238071147 1 0 602.694226117045
15758220 61.4231302028532 20.3019662085365 -3.29091 4.43584 13.4942 STAR tmgaia2 20190415 "" "" 552-008621 04054155+2018071 1237664090214891563 J040541.54+201807.1 51894513586415232 45841446 "" tmgaia2 0.109909 0.0398461 gaia2 0.758522 0.0440924 gaia2 172.844584163188 -23.2149651349537 63.3434791468479 -0.531760652046747 14.87 0.049 14.532 0.069 15.8491 0.00544759 14.5404 0.00346917 14.6583 0.0118221 14.0546 0.00308038 13.7162 0.00361872 12.729 0.024 12.422 0.026 12.326 0.023 AAA-222-111-000-0-0 nan 12.268 0.024 12.299 0.023 11.996 0.396 8.701 nan 13.9896 0.000243 0.0102 rered spect 6288.72 25.5952 3.991 nan -0.498146 0.0240484 1.85561 nan 1.23 nan 0.192507 nan DWARF 4.85194349 nan 1266.87 72.295 0.195121 nan "" nan "" "" nan nan nan panstarrs nan nan nan nan nan nan nan nan nan nan nan nan bj2018 nan nan spect 14.3786 0.001375 13.4285 0.000705 1 "" ucac4 apassdr9 "" 1.73115265191556 0.617822958175111 61.42311509512 20.3019853072929 0.0404361530793484 0.0160460361629467 1 0 606.3967054088753
15756159 61.3476204590352 20.3275161884572 -0.678962 -1.59537 13.2046 STAR tmgaia2 20190415 "" "" 552-008611 04052342+2019391 1237664090214826222 J040523.42+201939.0 52082186479051904 45841321 "" tmgaia2 0.118975 0.0396634 gaia2 0.225489 0.0443177 gaia2 172.771385601185 -23.2487723492053 63.2788279700192 -0.493188075765133 15.576 0.045 14.542 0.103 17.3034 0.00888724 14.9845 0.00340379 13.9339 0.00927885 13.829 0.00183861 13.259 0.00327109 12.026 0.021 11.445 0.02 11.311 0.018 AAA-222-111-000-0-0 nan 11.23 0.024 11.302 0.022 10.972 0.125 8.931 nan 13.9553 0.000237 0.0092 rered spect 4837.36 42.9 nan nan -0.321 0.041 9.35045 nan nan nan nan nan GIANT nan nan 3434.73 481.975 0.19589 nan "" nan "" "" nan nan nan panstarrs nan nan nan nan nan nan nan nan nan nan nan nan bj2018 nan nan spect 14.6454 0.001445 13.1606 0.000969 1 "" ucac4 apassdr9 "" 1.87401767929535 0.614990093706726 61.3476173415783 20.327509319503 0.0435009860781244 0.01597019530617 0 0 616.1068075210387
15756157 61.3045998659418 20.3302042320538 8.30067 2.87849 13.5285 STAR tmgaia2 20190415 "" "" 552-008600 04051309+2019487 "" J040513.10+201948.7 52082873673821312 45841244 "" tmgaia2 0.101308 0.0384686 gaia2 0.819617 0.0452772 gaia2 172.739028247953 -23.2761755658949 63.239740257046 -0.48284957453859 14.978 0.027 14.517 0.206 nan nan nan nan nan nan nan nan nan nan 12.736 0.022 12.396 0.02 12.287 0.02 AAA-222-111-000-0-0 nan 12.272 0.024 12.269 0.024 12.018 0.37 8.915 nan 14.0523 0.000208 0.0086 rered spect 6235.1 27.2582 4.03809 nan -0.396186 0.0256325 1.74334 nan 1.21 nan 0.228371 nan DWARF 4.138384 nan 1176.56 64.08 0.213348 nan "" nan "" "" nan nan nan panstarrs nan nan nan nan nan nan nan nan nan nan nan nan bj2018 nan nan spect 14.471 0.001606 13.4652 0.000763 1 "" ucac4 apassdr9 "" 1.59594719895457 0.596465686551176 61.3046379791665 20.3302166255566 0.0449081174672252 0.0155368048863457 1 0 630.0803663691015
15733495 61.2110369803696 20.020038698693 8.90972 -4.82134 12.5685 STAR tmgaia2 20190415 "" "" 551-008542 04045064+2001122 "" J040450.65+200112.1 50382478940721024 45841113 "" tmgaia2 0.0615304 0.033739 gaia2 3.13049 0.0292917 gaia2 172.918266365443 -23.5534161811806 63.0941995044626 -0.770487935225774 14.312 0.023 13.634 0.194 nan nan nan nan nan nan nan nan nan nan 11.659 0.021 11.242 0.022 11.125 0.018 AAA-222-111-000-0-0 nan 11.07 0.024 11.088 0.02 11.091 0.146 8.547 nan 13.1681 0.000992 0.0065 rered spect 5504.66 109.882 4.56463 0.0807713 0.0073606 0.0171068 0.849587 0.046696 0.966 0.121382 1.57527 0.362902 DWARF 0.5970796 0.0314537 316.543 2.957 0.148168 0.0140664 80 0.013402883 "" "" 0.0 0.0180879 0.0100449 panstarrs 0.0879323 0.154831 0.0459146 0.0474774 0.362949 0.362856 0.0903127 0.0712299 0.0366905 0.0262169 2.93 2.984 bj2018 88.4559 131.308 spect 13.6735 0.004169 12.5127 0.002547 1 "" ucac4 apassdr9 "" 0.968848404821726 0.52313880918843 61.2110778088066 20.0200179401503 0.0272988558915756 0.0138854099269152 1 0 639.9437094719875
15815540 61.5089018257539 20.2275636217314 1.89043 -5.66584 12.7521 STAR tmgaia2 20190415 "" "" 552-008637 04060213+2013392 "" J040602.13+201339.1 51890115540014592 45841574 "" tmgaia2 0.11349 0.0344018 gaia2 0.887448 0.0353197 gaia2 172.963559381941 -23.2076426825286 63.4083410111777 -0.620097101974596 14.973 0.019 14.063 0.08 nan nan nan nan nan nan nan nan nan nan 11.644 0.019 11.107 0.022 10.993 0.02 AAA-222-111-000-0-0 nan 10.911 0.025 10.982 0.022 10.86 0.13 8.299 nan 13.472 0.0002 0.0076 rered spect 5056.23 25.8 nan nan -0.081 0.024 3.2767 nan nan nan nan nan GIANT nan nan 1090.59 42.3 0.187824 nan "" nan "" "" nan nan nan panstarrs nan nan nan nan nan nan nan nan nan nan nan nan bj2018 nan nan spect 14.1218 0.001229 12.705 0.00079 1 "" ucac4 apassdr9 "" 1.78730305791978 0.533398921870883 61.5089105000787 20.2275392271427 0.0397479632162792 0.0135061657997527 0 0 650.4786355544329
15756317 61.3559298195747 19.9701578974761 -3.13545 -1.16208 13.1152 STAR tmgaia2 20190415 "" "" 550-008739 04052542+1958125 "" J040525.41+195812.4 51879395301692928 42922250 "" tmgaia2 0.0672281 0.032984 gaia2 2.6868 0.0312863 gaia2 173.059870891438 -23.4888469230955 63.2183261096341 -0.845474659165063 14.942 0.012 14.331 0.183 nan nan nan nan nan nan nan nan nan nan 12.158 0.022 11.687 0.022 11.587 0.021 AAA-222-111-000-0-0 nan 11.507 0.023 11.506 0.021 11.066 0.154 8.857 nan 13.7515 0.000379 0.017 rered gaia2 5189.0 122.0 4.49273 nan nan nan 0.880868 nan 0.88 nan 1.28751 nan DWARF 0.506817162 nan 368.274 4.276 0.159843 0.0260388 "" nan "" "" nan 0.0394218 0.0126558 panstarrs nan nan nan nan nan nan nan nan nan nan 4.227 4.325 bj2018 nan nan dered 14.2966 0.001885 13.0589 0.001403 1 "" ucac4 apassdr9 "" 1.05850338977927 0.511421068436 61.3559154560508 19.9701528940766 0.030562702970359 0.0131492104789465 1 0 677.7376414008801
15733483 61.2351045384877 19.98789564031 -1.7887 -0.511806 13.9571 STAR tmgaia2 20190415 "" "" 550-008710 04045641+1959164 "" J040456.42+195916.4 50379420924008064 "" "" tmgaia2 0.0627153 0.0318108 gaia2 0.922778 0.0311069 gaia2 172.96068665898 -23.5591232004214 63.1102423100804 -0.806367118789907 15.685 0.042 15.04 0.16 nan nan nan nan nan nan nan nan nan nan 13.156 0.023 12.826 0.027 12.734 0.021 AAA-222-111-000-0-0 nan 12.69 0.024 12.687 0.025 11.726 nan 8.756 nan 14.4882 0.000205 0.008 rered spect 6086.16 37.65 4.29493 nan -0.136 0.036 1.25899 nan 1.14 nan 0.571265 nan DWARF 1.95935524 nan 1050.34 34.565 0.164277 nan "" nan "" "" nan nan nan panstarrs nan nan nan nan nan nan nan nan nan nan nan nan bj2018 nan nan spect 14.9144 0.001524 13.8945 0.000848 1 "" ucac4 bpbj "" 0.987471928511266 0.493255600912508 61.235096343515 19.987893436701 0.0283536555307915 0.0136244959099055 1 0 690.8902431139275
15815568 61.5396095451878 20.1608213889518 0.978277 -17.427 13.3875 STAR tmgaia2 20190415 "" "" 551-008610 04060950+2009390 "" J040609.50+200938.7 51888603711532800 45841614 "" tmgaia2 0.0969925 0.0366217 gaia2 1.7127 0.0355396 gaia2 173.03789714933 -23.2325026376451 63.4239801544643 -0.691094076021556 15.109 0.069 14.346 0.172 nan nan nan nan nan nan nan nan nan nan 12.509 0.021 12.113 0.023 12.008 0.02 AAA-222-111-000-0-0 nan 11.955 0.024 11.995 0.023 12.056 0.394 8.866 nan 13.9885 0.000293 0.0084 rered spect 5706.93 34.8899 4.4322 nan 0.0263484 0.032961 1.0168 nan 1.02 nan 0.970279 nan DWARF 0.988038361 nan 574.333 11.8145 0.181844 nan "" nan "" "" nan nan nan panstarrs nan nan nan nan nan nan nan nan nan nan nan nan bj2018 nan nan spect 14.4931 0.001753 13.3315 0.000534 1 "" ucac4 apassdr9 "" 1.52743841660122 0.56781330481419 61.5396140321338 20.1607463560355 0.0384234216970408 0.014174741009631 1 0 702.9108353447546
15756145 61.319914879368 20.3529526341788 0.93364 1.23109 12.2568 STAR tmgaia2 20190415 "" "" 552-008605 04051677+2021106 1237664090214826192 J040516.77+202110.6 52083011112771328 45841267 "" tmgaia2 0.158964 0.0555167 gaia2 0.977369 0.0606006 gaia2 172.731841000349 -23.2500968680145 63.258180461572 -0.463261843767627 13.33 0.059 12.972 0.034 15.5187 0.00799192 13.1012 0.000931039 12.7151 0.00129366 12.5803 0.00142834 13.5596 0.0055948 11.573 0.021 11.392 0.022 11.347 0.017 AAA-222-111-000-0-0 nan 11.277 0.022 11.269 0.021 11.237 0.223 8.354 nan 12.6693 0.00039 0.0109 rered spect 7231.58 114.846 4.0345 0.0973938 0.043 0.031 2.02555 0.149518 1.62 0.265813 0.194934 0.0527104 DWARF 10.1091022 1.35598 993.135 61.168 0.1945 0.0127135552 99 0.0493394472 "" "" 0.0 0.00939971 0.0160274 panstarrs 0.223295 0.308331 0.128882 0.170153 0.0481074 0.0573133 0.0894447 0.105343 1.53673 1.17523 57.501 64.835 bj2018 105.216 124.477 spect 12.9838 0.00185 12.19 0.000967 1 "" ucac4 apassdr9 "" 2.50399560529911 0.860804274168709 61.3199191668857 20.3529579347053 0.0580019624118882 0.0225503325650558 1 0 706.4266659847767
15756324 61.3593614703986 19.9578108483266 5.70285 -5.81385 12.444 STAR tmgaia2 20190415 "" "" 550-008740 04052624+1957281 "" J040526.24+195728.0 51879395301695488 42922264 "" tmgaia2 0.0824451 0.0372433 gaia2 0.510598 0.0360045 gaia2 173.072071146298 -23.4949835460698 63.2191379667086 -0.85821020318582 13.689 -0.007 13.274 0.172 nan nan nan nan nan nan nan nan nan nan 11.776 0.021 11.546 0.024 11.435 0.021 AAA-222-111-000-0-0 nan 11.398 0.024 11.4 0.021 11.339 0.21 8.399 nan 12.8962 0.000196 0.0078 rered spect 6779.31 104.986 3.44185 0.0996938 0.27 0.034 3.79135 0.285387 1.45 0.250753 0.0266065 0.00759229 DWARF 27.35417 3.84009 1837.01 123.295 0.187574 0.00722795 91 0.0635627 "" "" 0.0 0.00474471 0.00971119 panstarrs 0.177429 0.324077 0.303756 0.267018 0.00574525 0.00943932 0.0817337 0.117654 2.97293 4.70725 115.31 131.28 bj2018 95.8398 114.132 spect 13.2467 0.001136 12.3794 0.000782 1 "" ucac4 apassdr9 "" 1.29803004063968 0.577472574540415 61.3593875931594 19.9577858164741 0.0360798183034593 0.0152510237037725 1 0 723.2917879971861
15756142 61.3002428292849 20.3560367253616 -1.34648 -6.53039 13.1401 STAR tmgaia2 20190415 "" "" 552-008597 04051205+2021217 1237664090214826164 J040512.05+202121.6 52083182911464704 45841234 "" tmgaia2 0.114304 0.0381533 gaia2 0.884909 0.0404676 gaia2 172.715580035528 -23.2613433914035 63.2406645846324 -0.456712381120157 14.545 0.044 14.099 0.046 15.8285 0.00592446 14.5246 0.0038898 13.7127 0.0035871 13.6161 0.00233231 13.5661 0.003818 12.372 0.021 12.062 0.022 11.981 0.02 AAA-222-111-000-0-0 nan 11.919 0.023 11.932 0.023 11.912 0.336 8.736 nan 13.6591 0.000199 0.0085 rered gaia2 6115.0 122.0 3.88744 nan nan nan 2.02146 nan 1.15 nan 0.139221 nan DWARF 5.14766026 nan 1093.42 48.705 0.213305 0.009032935 "" nan "" "" nan 0.00779777 0.0102681 panstarrs nan nan nan nan nan nan nan nan nan nan 46.59 50.82 bj2018 nan nan dered 14.0731 0.001336 13.0766 0.001083 1 "" ucac4 apassdr9 "" 1.80046896201543 0.591572197984216 61.3002366457751 20.3560086084045 0.0393788956469401 0.0152287438435925 1 0 724.2279321484662
15758235 61.4605700094432 20.3224030703691 -7.49929 -10.2453 13.842 STAR tmgaia2 20190415 "" "" 552-008629 04055054+2019207 1237664090214891598 J040550.52+201920.5 51895922335686912 45841500 "" tmgaia2 0.0915387 0.0396514 gaia2 1.74232 0.0414972 gaia2 172.854705401289 -23.175418417215 63.3818380435825 -0.518373733936137 15.979 0.056 15.091 0.217 17.516 0.00953658 15.4802 0.00343015 14.5242 0.00402232 14.1381 0.00331518 13.9005 0.00355042 12.789 0.026 12.235 0.024 12.092 0.023 AAA-222-111-000-0-0 nan 12.032 0.024 12.067 0.023 12.244 0.428 9.061 nan 14.5541 0.000287 0.0085 rered gaia2 4880.0 122.0 4.24285 nan nan nan 1.11983 nan 0.8 nan 0.569683 nan DWARF 0.6407351 nan 564.792 13.342 0.18138 0.0101535451 "" nan "" "" nan 0.0124717 0.00783539 panstarrs nan nan nan nan nan nan nan nan nan nan 13.033 13.651 bj2018 nan nan dered 15.1927 0.001915 13.7923 0.000984 1 "" ucac4 apassdr9 "" 1.44200336225402 0.614812225937373 61.4605355775591 20.3223589586641 0.0396331648917827 0.0162778841123989 1 0 737.5854767398542
15815588 61.5457648884898 20.1009875756215 9.96414 -9.96315 12.9001 STAR tmgaia2 20190415 "" "" 551-008612 04061097+2006037 "" J040610.98+200603.4 51876337284940672 45841619 "" tmgaia2 0.0914404 0.0352593 gaia2 0.961864 0.0348051 gaia2 173.089591476959 -23.2693485209734 63.4183122993843 -0.750938592030278 15.036 0.033 14.019 0.137 nan nan nan nan nan nan nan nan nan nan 11.832 0.02 11.312 0.02 11.195 0.02 AAA-222-111-000-0-0 nan 11.113 0.023 11.151 0.021 11.332 0.227 8.718 nan 13.6088 0.000236 0.0073 rered spect 5084.96 45.6598 nan nan -0.21675 0.0439272 2.79422 nan nan nan nan nan GIANT nan nan 1008.99 35.688 0.184663 nan "" nan "" "" nan nan nan panstarrs nan nan nan nan nan nan nan nan nan nan nan nan bj2018 nan nan spect 14.2442 0.001723 12.8518 0.000672 1 "" ucac4 apassdr9 "" 1.43993860509743 0.546688282406043 61.5458105723274 20.1009446787312 0.0388327260751787 0.0135976763951516 0 0 751.3164423091089
15815543 61.5458870700844 20.2208073507479 6.54697 -4.17848 12.0484 STAR tmgaia2 20190415 "" "" 552-008648 04061100+2013149 "" J040611.01+201314.8 51889939444441600 45841620 "" tmgaia2 0.155097 0.0528531 gaia2 0.700154 0.0499711 gaia2 172.99482676241 -23.1870484133028 63.4411368534808 -0.633312457195445 14.467 0.033 13.242 0.092 nan nan nan nan nan nan nan nan nan nan 10.877 0.02 10.293 0.022 10.143 0.018 AAA-222-111-000-0-0 nan 10.068 0.024 10.155 0.021 10.116 0.071 8.271 nan 12.8062 0.000281 0.0074 rered spect 4726.83 35.55 nan nan 0.165 0.034 6.6497 nan nan nan nan nan GIANT nan nan 1365.36 94.955 0.188387 nan "" nan "" "" nan nan nan panstarrs nan nan nan nan nan nan nan nan nan nan nan nan bj2018 nan nan spect 13.5089 0.001584 12.0062 0.000671 1 "" ucac4 apassdr9 "" 2.44253353725757 0.819464274702397 61.5459171098517 20.2207893600725 0.0545963062808548 0.0198819481495781 0 0 759.391896697889
